Order_ID,Customer_ID,Fecha_de_compra,Categoría_producto,Producto,Precio_unitario,Cantidad,Total_venta,Método_de_pago,Ubicación_cliente,Dispositivo_de_compra,Fuente_de_tráfico,Tiempo_de_navegación,Descuento_aplicado,Satisfacción_cliente
179,9994,2024-01-14 04:03:00,Ropa,Pantalón,272.88,1,272.88,Tarjeta de crédito,"Ciudad 43, País 4",PC,Orgánico,17,No,2
180,4633,2024-02-19 10:03:00,Juguetes,LEGO,77.59,4,310.36,Tarjeta de crédito,"Ciudad 25, País 9",PC,Orgánico,12,No,2
181,5013,2024-03-01 02:36:00,Hogar,Sofá,42.21,4,168.84,PayPal,"Ciudad 41, País 7",PC,Orgánico,18,No,4
182,7449,2024-01-11 14:32:00,Ropa,Zapatos,444.52,5,2222.6,Tarjeta de crédito,"Ciudad 30, País 3",Móvil,Redes Sociales,17,No,1
183,6738,2024-01-05 21:33:00,Electrónica,Laptop,471.68,1,471.68,Transferencia bancaria,"Ciudad 39, País 1",PC,Referido,2,Sí,2
184,8994,2024-02-08 12:20:00,Electrónica,Teclado,176.16,1,176.16,Tarjeta de crédito,"Ciudad 45, País 1",Móvil,Referido,15,Sí,1
185,4843,2024-01-26 22:40:00,Belleza,Perfume,155.94,4,623.76,Criptomoneda,"Ciudad 34, País 9",Tablet,Pago,18,Sí,4
186,1223,2024-02-17 12:47:00,Deportes,Bicicleta,120.94,4,483.76,Transferencia bancaria,"Ciudad 37, País 6",Móvil,Redes Sociales,4,No,5
187,9807,2024-02-01 02:56:00,Hogar,Sofá,77.17,2,154.34,Transferencia bancaria,"Ciudad 16, País 9",Móvil,Referido,6,No,2
188,1100,2024-01-20 04:42:00,Electrónica,Smartphone,411.42,2,822.84,PayPal,"Ciudad 2, País 4",Tablet,Orgánico,11,Sí,1
189,3262,2024-02-24 17:48:00,Electrónica,Smartphone,439.61,1,439.61,Criptomoneda,"Ciudad 38, País 2",Móvil,Redes Sociales,13,Sí,4
190,1418,2024-02-11 20:47:00,Hogar,Sofá,482.81,3,1448.43,Transferencia bancaria,"Ciudad 16, País 7",PC,Referido,4,No,3
191,9579,2024-02-07 11:19:00,Deportes,Casco,218.62,1,218.62,Tarjeta de crédito,"Ciudad 30, País 1",PC,Pago,27,Sí,3
192,9850,2024-01-11 11:44:00,Hogar,Silla,355.45,3,1066.35,Transferencia bancaria,"Ciudad 30, País 1",PC,Pago,9,Sí,1
193,9934,2024-01-11 05:57:00,Belleza,Crema,118.86,4,475.44,Transferencia bancaria,"Ciudad 32, País 5",Móvil,Orgánico,16,Sí,4
194,9727,2024-01-27 08:36:00,Deportes,Raqueta,21.49,1,21.49,Tarjeta de crédito,"Ciudad 26, País 2",PC,Pago,13,Sí,1
195,4545,2024-01-21 20:28:00,Electrónica,Smartphone,356.33,5,1781.65,Tarjeta de crédito,"Ciudad 18, País 8",Móvil,Orgánico,22,Sí,2
196,5238,2024-01-17 09:02:00,Belleza,Shampoo,130.6,3,391.8,Transferencia bancaria,"Ciudad 33, País 2",Tablet,Pago,11,Sí,4
197,4638,2024-02-06 19:19:00,Electrónica,Laptop,157.42,4,629.68,PayPal,"Ciudad 24, País 4",Móvil,Pago,7,Sí,5
198,8158,2024-01-01 18:45:00,Belleza,Maquillaje,455.57,3,1366.71,Tarjeta de crédito,"Ciudad 12, País 5",Móvil,Pago,14,No,1
199,1390,2024-01-08 10:22:00,Deportes,Balón,241.77,4,967.08,PayPal,"Ciudad 5, País 9",PC,Pago,22,No,2
200,6405,2024-01-02 20:13:00,Juguetes,Carro de juguete,486.53,5,2432.65,Criptomoneda,"Ciudad 36, País 8",PC,Redes Sociales,14,No,4
201,3424,2024-02-04 10:16:00,Deportes,Pesas,415.19,2,830.38,Transferencia bancaria,"Ciudad 3, País 5",Tablet,Orgánico,2,No,2
202,3115,2024-01-21 13:34:00,Ropa,Camisa,444.47,2,888.94,Criptomoneda,"Ciudad 47, País 7",PC,Redes Sociales,6,Sí,2
203,6099,2024-02-12 08:37:00,Ropa,Camisa,442.66,1,442.66,Criptomoneda,"Ciudad 13, País 9",PC,Pago,5,Sí,3
204,8964,2024-01-16 14:47:00,Electrónica,Laptop,439.49,1,439.49,PayPal,"Ciudad 47, País 3",PC,Referido,4,No,2
205,4515,2024-01-23 18:07:00,Juguetes,Peluche,33.64,2,67.28,Tarjeta de crédito,"Ciudad 15, País 9",Tablet,Redes Sociales,6,Sí,4
206,3104,2024-02-07 20:31:00,Electrónica,Laptop,436.49,2,872.98,Criptomoneda,"Ciudad 42, País 5",Móvil,Orgánico,18,No,1
207,1115,2024-01-02 15:15:00,Ropa,Chaqueta,36.61,4,146.44,Criptomoneda,"Ciudad 24, País 3",Móvil,Orgánico,11,Sí,5
208,4306,2024-01-22 16:36:00,Ropa,Gorra,356.62,1,356.62,Tarjeta de crédito,"Ciudad 48, País 1",PC,Redes Sociales,5,No,3
209,2749,2024-01-22 05:56:00,Hogar,Silla,189.65,2,379.3,Tarjeta de crédito,"Ciudad 49, País 8",Tablet,Referido,22,Sí,2
210,3006,2024-02-04 13:10:00,Electrónica,Monitor,463.95,5,2319.75,Transferencia bancaria,"Ciudad 5, País 8",PC,Pago,23,No,3
211,5298,2024-01-18 02:12:00,Belleza,Perfume,281.18,5,1405.9,Transferencia bancaria,"Ciudad 45, País 3",Móvil,Orgánico,9,No,3
212,9257,2024-01-14 19:45:00,Deportes,Bicicleta,462.58,5,2312.9,Transferencia bancaria,"Ciudad 28, País 9",Móvil,Referido,11,No,1
213,4497,2024-01-06 18:52:00,Juguetes,Muñeca,134.23,5,671.15,Transferencia bancaria,"Ciudad 40, País 3",PC,Referido,18,Sí,3
214,2583,2024-02-25 23:29:00,Ropa,Pantalón,245.88,4,983.52,Transferencia bancaria,"Ciudad 6, País 2",PC,Orgánico,12,Sí,3
215,4185,2024-01-24 17:41:00,Juguetes,Muñeca,119.01,3,357.03,PayPal,"Ciudad 36, País 3",PC,Referido,13,Sí,3
216,4898,2024-02-10 14:22:00,Deportes,Bicicleta,255.59,4,1022.36,Transferencia bancaria,"Ciudad 46, País 5",PC,Pago,29,No,3
217,8052,2024-02-11 18:17:00,Electrónica,Smartphone,37.66,2,75.32,Tarjeta de crédito,"Ciudad 44, País 1",PC,Referido,19,Sí,2
218,8972,2024-01-22 21:56:00,Hogar,Silla,178.23,1,178.23,Tarjeta de crédito,"Ciudad 8, País 5",Móvil,Pago,19,No,3
219,2852,2024-01-28 18:06:00,Electrónica,Auriculares,336.12,2,672.24,Criptomoneda,"Ciudad 42, País 5",PC,Pago,9,Sí,2
220,1319,2024-01-31 06:08:00,Deportes,Bicicleta,126.83,2,253.66,Criptomoneda,"Ciudad 48, País 1",PC,Referido,3,Sí,1
221,4995,2024-01-13 06:18:00,Electrónica,Smartphone,177.92,5,889.6,Transferencia bancaria,"Ciudad 21, País 8",Tablet,Pago,8,No,3
222,7363,2024-02-15 08:35:00,Juguetes,Rompecabezas,349.44,4,1397.76,Transferencia bancaria,"Ciudad 48, País 4",Móvil,Orgánico,19,No,3
223,6454,2024-01-07 19:41:00,Electrónica,Laptop,417.16,4,1668.64,PayPal,"Ciudad 21, País 1",PC,Redes Sociales,6,Sí,1
224,1781,2024-01-28 18:25:00,Juguetes,LEGO,357.04,2,714.08,Criptomoneda,"Ciudad 30, País 8",Tablet,Referido,30,No,2
225,3054,2024-01-12 16:42:00,Hogar,Lámpara,329.48,3,988.44,Criptomoneda,"Ciudad 47, País 3",PC,Referido,18,No,5
226,9014,2024-01-22 15:17:00,Electrónica,Monitor,384.5,3,1153.5,Tarjeta de crédito,"Ciudad 38, País 6",PC,Pago,5,No,4
227,6893,2024-02-02 15:07:00,Belleza,Shampoo,380.53,2,761.06,Transferencia bancaria,"Ciudad 17, País 2",Tablet,Referido,15,No,5
228,7955,2024-01-02 23:28:00,Electrónica,Auriculares,489.33,4,1957.32,Transferencia bancaria,"Ciudad 24, País 5",Móvil,Referido,2,Sí,3
229,5871,2024-02-29 05:31:00,Juguetes,Peluche,482.89,5,2414.45,Transferencia bancaria,"Ciudad 8, País 4",Móvil,Orgánico,29,No,5
230,3657,2024-01-14 19:15:00,Ropa,Camisa,66.62,2,133.24,PayPal,"Ciudad 22, País 2",PC,Orgánico,13,Sí,2
231,8475,2024-02-26 20:25:00,Electrónica,Monitor,481.33,1,481.33,Transferencia bancaria,"Ciudad 41, País 1",Tablet,Orgánico,25,No,4
232,8522,2024-02-06 15:07:00,Deportes,Bicicleta,189.82,4,759.28,Tarjeta de crédito,"Ciudad 12, País 3",Tablet,Pago,29,No,4
233,4796,2024-01-25 09:00:00,Hogar,Lámpara,100.95,3,302.85,Tarjeta de crédito,"Ciudad 7, País 8",PC,Referido,28,Sí,1
234,3407,2024-01-31 20:45:00,Juguetes,Muñeca,363.08,1,363.08,Transferencia bancaria,"Ciudad 6, País 4",Móvil,Pago,19,Sí,5
235,5334,2024-02-26 02:58:00,Belleza,Crema,386.81,5,1934.05,Transferencia bancaria,"Ciudad 17, País 4",Móvil,Redes Sociales,12,Sí,2
236,8933,2024-02-27 05:16:00,Electrónica,Teclado,461.72,2,923.44,Transferencia bancaria,"Ciudad 20, País 4",Móvil,Referido,25,No,2
237,6548,2024-01-29 15:41:00,Deportes,Bicicleta,166.71,2,333.42,Criptomoneda,"Ciudad 2, País 5",Tablet,Redes Sociales,16,Sí,4
238,9161,2024-01-06 01:44:00,Hogar,Silla,209.35,5,1046.75,PayPal,"Ciudad 36, País 7",Tablet,Pago,30,No,4
239,8583,2024-02-15 03:18:00,Deportes,Casco,394.37,1,394.37,PayPal,"Ciudad 47, País 9",PC,Pago,20,Sí,1
240,9415,2024-02-09 04:59:00,Juguetes,Carro de juguete,12.31,3,36.93,Tarjeta de crédito,"Ciudad 31, País 7",Móvil,Pago,24,No,4
241,7150,2024-01-12 16:00:00,Belleza,Afeitadora,47.13,4,188.52,Tarjeta de crédito,"Ciudad 6, País 6",Móvil,Pago,21,Sí,4
242,2456,2024-01-24 12:39:00,Hogar,Cafetera,474.75,2,949.5,PayPal,"Ciudad 28, País 2",Tablet,Referido,7,No,2
243,5891,2024-01-07 05:29:00,Electrónica,Teclado,17.09,5,85.45,Criptomoneda,"Ciudad 7, País 1",Tablet,Pago,7,Sí,5
244,7823,2024-01-04 17:50:00,Juguetes,Rompecabezas,115.06,2,230.12,Criptomoneda,"Ciudad 2, País 10",Tablet,Pago,16,No,5
245,6916,2024-01-24 13:30:00,Hogar,Mesa,283.77,2,567.54,Transferencia bancaria,"Ciudad 14, País 2",PC,Redes Sociales,14,No,5
246,1708,2024-02-10 06:57:00,Juguetes,LEGO,409.57,2,819.14,Criptomoneda,"Ciudad 39, País 4",Móvil,Pago,5,No,5
247,1815,2024-02-10 14:07:00,Ropa,Camisa,188.63,4,754.52,Transferencia bancaria,"Ciudad 42, País 1",PC,Redes Sociales,15,No,1
248,9826,2024-01-25 20:17:00,Belleza,Perfume,430.02,5,2150.1,Criptomoneda,"Ciudad 26, País 3",Tablet,Pago,26,Sí,5
249,1200,2024-02-12 20:22:00,Belleza,Perfume,181.38,5,906.9,Tarjeta de crédito,"Ciudad 1, País 10",PC,Referido,3,Sí,3
250,6991,2024-01-05 04:50:00,Hogar,Mesa,385.15,5,1925.75,Transferencia bancaria,"Ciudad 20, País 7",PC,Orgánico,16,Sí,2
251,7281,2024-02-27 08:44:00,Belleza,Shampoo,209.61,1,209.61,Criptomoneda,"Ciudad 15, País 9",Tablet,Referido,11,Sí,3
252,6777,2024-03-01 18:00:00,Belleza,Shampoo,477.47,5,2387.35,Criptomoneda,"Ciudad 48, País 3",Móvil,Pago,4,No,2
253,4876,2024-01-05 16:44:00,Deportes,Casco,49.96,2,99.92,Tarjeta de crédito,"Ciudad 32, País 5",Tablet,Pago,2,No,1
254,7424,2024-02-05 04:25:00,Ropa,Camisa,139.56,1,139.56,Transferencia bancaria,"Ciudad 34, País 10",Tablet,Orgánico,18,No,5
255,6901,2024-02-12 07:15:00,Juguetes,Peluche,368.81,2,737.62,Tarjeta de crédito,"Ciudad 49, País 5",Tablet,Referido,29,Sí,4
256,9087,2024-01-09 09:37:00,Ropa,Gorra,296.83,4,1187.32,Tarjeta de crédito,"Ciudad 16, País 9",Móvil,Pago,6,Sí,5
257,1704,2024-02-21 12:00:00,Juguetes,Rompecabezas,22.07,4,88.28,Tarjeta de crédito,"Ciudad 22, País 2",PC,Referido,15,Sí,4
258,9534,2024-02-28 08:00:00,Deportes,Raqueta,429.03,5,2145.15,Transferencia bancaria,"Ciudad 49, País 5",Móvil,Orgánico,13,No,4
259,7507,2024-01-28 02:30:00,Juguetes,Peluche,458.68,5,2293.4,Criptomoneda,"Ciudad 20, País 5",Móvil,Pago,27,Sí,3
260,8985,2024-01-20 18:54:00,Electrónica,Smartphone,261.91,4,1047.64,Criptomoneda,"Ciudad 24, País 10",Tablet,Redes Sociales,8,Sí,2
261,1359,2024-02-15 15:13:00,Deportes,Pesas,292.2,5,1461.0,Tarjeta de crédito,"Ciudad 10, País 1",PC,Orgánico,21,Sí,3
262,4772,2024-01-18 16:36:00,Deportes,Casco,30.47,1,30.47,PayPal,"Ciudad 45, País 10",Tablet,Referido,9,Sí,5
263,1171,2024-01-13 22:06:00,Ropa,Camisa,435.99,1,435.99,Tarjeta de crédito,"Ciudad 37, País 1",PC,Pago,30,Sí,4
264,2873,2024-02-14 11:28:00,Electrónica,Teclado,16.19,5,80.95,Tarjeta de crédito,"Ciudad 12, País 4",Móvil,Pago,25,Sí,5
265,9501,2024-01-17 02:08:00,Ropa,Camisa,478.02,3,1434.06,Criptomoneda,"Ciudad 5, País 6",Móvil,Orgánico,4,Sí,3
266,7229,2024-01-30 13:52:00,Hogar,Cafetera,87.41,4,349.64,Tarjeta de crédito,"Ciudad 29, País 10",Tablet,Referido,5,No,2
267,7479,2024-02-29 10:51:00,Belleza,Afeitadora,419.48,3,1258.44,PayPal,"Ciudad 19, País 7",Móvil,Redes Sociales,20,No,4
268,9728,2024-01-09 05:13:00,Belleza,Crema,175.79,1,175.79,Criptomoneda,"Ciudad 40, País 4",Tablet,Redes Sociales,23,Sí,1
269,1030,2024-01-13 21:52:00,Electrónica,Laptop,153.3,1,153.3,Tarjeta de crédito,"Ciudad 22, País 9",Tablet,Redes Sociales,24,No,3
270,2221,2024-01-21 15:12:00,Electrónica,Smartphone,343.52,3,1030.56,PayPal,"Ciudad 10, País 4",PC,Orgánico,17,Sí,3
271,7295,2024-02-28 01:52:00,Electrónica,Laptop,192.4,4,769.6,PayPal,"Ciudad 45, País 7",Móvil,Pago,3,Sí,3
272,2915,2024-01-16 00:07:00,Ropa,Gorra,287.84,3,863.52,Tarjeta de crédito,"Ciudad 35, País 5",PC,Redes Sociales,8,No,1
273,5954,2024-02-18 13:22:00,Ropa,Gorra,348.19,5,1740.95,PayPal,"Ciudad 30, País 4",PC,Redes Sociales,28,Sí,5
274,9994,2024-02-01 18:08:00,Juguetes,Carro de juguete,106.09,3,318.27,PayPal,"Ciudad 12, País 6",PC,Pago,9,Sí,2
275,9602,2024-02-02 22:05:00,Ropa,Gorra,177.81,1,177.81,Criptomoneda,"Ciudad 50, País 4",Móvil,Referido,13,No,1
276,9380,2024-02-27 21:33:00,Juguetes,Peluche,147.78,2,295.56,Transferencia bancaria,"Ciudad 30, País 10",PC,Redes Sociales,22,Sí,3
277,8556,2024-01-12 11:34:00,Ropa,Chaqueta,336.03,1,336.03,Tarjeta de crédito,"Ciudad 33, País 5",PC,Orgánico,22,Sí,4
278,8978,2024-01-01 09:01:00,Belleza,Perfume,412.85,2,825.7,PayPal,"Ciudad 6, País 2",PC,Pago,29,Sí,5
279,9332,2024-02-15 21:22:00,Electrónica,Auriculares,452.35,2,904.7,PayPal,"Ciudad 49, País 6",Móvil,Referido,14,No,3
280,8821,2024-02-27 12:54:00,Juguetes,Muñeca,498.97,1,498.97,PayPal,"Ciudad 32, País 4",Tablet,Redes Sociales,26,Sí,3
281,1900,2024-01-24 09:05:00,Juguetes,Carro de juguete,201.53,5,1007.65,Tarjeta de crédito,"Ciudad 48, País 8",Móvil,Orgánico,9,No,3
282,1694,2024-01-01 01:03:00,Ropa,Gorra,210.65,1,210.65,Tarjeta de crédito,"Ciudad 34, País 9",Móvil,Referido,14,Sí,1
283,6511,2024-01-12 17:04:00,Hogar,Cafetera,146.8,1,146.8,Transferencia bancaria,"Ciudad 10, País 6",Móvil,Pago,7,No,2
284,4986,2024-02-29 16:05:00,Hogar,Mesa,241.67,2,483.34,PayPal,"Ciudad 28, País 1",PC,Pago,11,No,3
285,8142,2024-01-14 19:56:00,Ropa,Pantalón,155.67,2,311.34,Criptomoneda,"Ciudad 16, País 9",Móvil,Redes Sociales,12,Sí,4
286,4228,2024-01-23 05:36:00,Ropa,Chaqueta,411.35,2,822.7,PayPal,"Ciudad 3, País 3",Tablet,Redes Sociales,1,Sí,1
287,4970,2024-01-28 03:03:00,Electrónica,Monitor,317.66,2,635.32,Transferencia bancaria,"Ciudad 11, País 4",Tablet,Redes Sociales,28,Sí,4
288,5079,2024-01-03 19:28:00,Belleza,Maquillaje,413.22,3,1239.66,Criptomoneda,"Ciudad 21, País 6",PC,Pago,29,No,1
289,8862,2024-01-16 19:18:00,Ropa,Pantalón,107.29,4,429.16,Tarjeta de crédito,"Ciudad 34, País 6",PC,Pago,23,No,1
290,4258,2024-02-26 02:46:00,Deportes,Pesas,92.71,5,463.55,Transferencia bancaria,"Ciudad 13, País 10",Móvil,Pago,1,Sí,3
291,5890,2024-02-06 22:19:00,Juguetes,Muñeca,26.91,1,26.91,PayPal,"Ciudad 32, País 5",Móvil,Pago,9,Sí,5
292,3279,2024-02-20 16:03:00,Belleza,Shampoo,288.36,1,288.36,Tarjeta de crédito,"Ciudad 26, País 5",Tablet,Orgánico,1,Sí,3
293,4690,2024-02-21 17:02:00,Deportes,Bicicleta,284.99,3,854.97,Transferencia bancaria,"Ciudad 39, País 7",Móvil,Redes Sociales,13,Sí,5
294,5537,2024-01-17 00:39:00,Deportes,Balón,127.33,3,381.99,PayPal,"Ciudad 35, País 9",Tablet,Pago,10,Sí,4
295,9446,2024-02-08 17:00:00,Ropa,Chaqueta,433.55,3,1300.65,Tarjeta de crédito,"Ciudad 17, País 1",Tablet,Pago,20,No,5
296,5496,2024-01-14 12:25:00,Electrónica,Laptop,26.83,1,26.83,PayPal,"Ciudad 33, País 3",PC,Redes Sociales,20,Sí,1
297,7124,2024-02-17 09:43:00,Hogar,Cafetera,154.2,1,154.2,Transferencia bancaria,"Ciudad 5, País 6",PC,Pago,16,No,4
298,8875,2024-02-01 05:17:00,Hogar,Mesa,381.63,2,763.26,PayPal,"Ciudad 36, País 7",Tablet,Pago,24,No,2
299,3337,2024-02-28 03:08:00,Electrónica,Laptop,100.77,4,403.08,Transferencia bancaria,"Ciudad 37, País 8",Tablet,Pago,25,No,5
300,1229,2024-01-09 00:28:00,Electrónica,Teclado,160.95,5,804.75,PayPal,"Ciudad 2, País 6",Móvil,Redes Sociales,21,No,1
301,1521,2024-01-18 20:20:00,Hogar,Lámpara,56.78,5,283.9,Criptomoneda,"Ciudad 19, País 5",Móvil,Redes Sociales,20,No,4
302,8559,2024-01-20 01:22:00,Belleza,Shampoo,377.69,2,755.38,PayPal,"Ciudad 3, País 10",Tablet,Orgánico,1,Sí,4
303,8919,2024-01-24 08:05:00,Juguetes,Carro de juguete,285.28,3,855.84,Criptomoneda,"Ciudad 40, País 3",PC,Redes Sociales,6,Sí,2
304,8383,2024-02-28 01:55:00,Ropa,Chaqueta,183.21,4,732.84,Tarjeta de crédito,"Ciudad 3, País 5",Tablet,Orgánico,21,No,1
305,4684,2024-02-25 03:43:00,Ropa,Camisa,158.87,2,317.74,Transferencia bancaria,"Ciudad 22, País 9",Móvil,Orgánico,26,No,4
306,3624,2024-01-07 13:45:00,Electrónica,Smartphone,214.89,4,859.56,PayPal,"Ciudad 46, País 9",PC,Pago,10,No,2
307,3429,2024-01-13 01:48:00,Electrónica,Auriculares,261.3,4,1045.2,Transferencia bancaria,"Ciudad 37, País 1",PC,Redes Sociales,7,No,1
308,2031,2024-01-20 13:25:00,Hogar,Lámpara,227.82,2,455.64,Transferencia bancaria,"Ciudad 36, País 3",Móvil,Referido,18,Sí,3
309,2740,2024-02-28 05:00:00,Belleza,Maquillaje,16.7,5,83.5,Criptomoneda,"Ciudad 43, País 1",PC,Redes Sociales,14,No,4
310,6070,2024-02-01 23:24:00,Electrónica,Monitor,465.34,4,1861.36,Transferencia bancaria,"Ciudad 37, País 9",Tablet,Redes Sociales,28,Sí,4
311,9646,2024-02-19 23:36:00,Ropa,Pantalón,5.98,5,29.9,Tarjeta de crédito,"Ciudad 6, País 2",Tablet,Pago,30,No,2
312,1190,2024-02-27 11:10:00,Juguetes,Muñeca,221.07,2,442.14,PayPal,"Ciudad 12, País 8",PC,Pago,11,No,1
313,6097,2024-01-09 14:24:00,Belleza,Shampoo,210.39,3,631.17,PayPal,"Ciudad 14, País 4",Tablet,Referido,27,No,2
314,1173,2024-01-28 06:57:00,Deportes,Bicicleta,402.9,3,1208.7,Criptomoneda,"Ciudad 48, País 10",PC,Referido,13,Sí,2
315,7724,2024-02-14 17:02:00,Juguetes,Peluche,264.77,4,1059.08,Tarjeta de crédito,"Ciudad 42, País 9",Tablet,Pago,30,Sí,2
316,7226,2024-02-24 18:58:00,Juguetes,LEGO,487.73,5,2438.65,PayPal,"Ciudad 14, País 4",PC,Redes Sociales,17,Sí,4
317,8308,2024-02-18 21:45:00,Hogar,Cafetera,388.4,1,388.4,PayPal,"Ciudad 46, País 4",PC,Orgánico,27,Sí,2
318,9343,2024-01-30 18:38:00,Juguetes,Carro de juguete,284.14,1,284.14,Criptomoneda,"Ciudad 25, País 1",PC,Orgánico,11,Sí,3
319,1946,2024-01-17 09:35:00,Ropa,Camisa,345.28,1,345.28,PayPal,"Ciudad 40, País 4",Tablet,Pago,9,No,4
320,1981,2024-02-17 05:14:00,Deportes,Bicicleta,419.01,2,838.02,PayPal,"Ciudad 47, País 2",PC,Redes Sociales,12,Sí,2
321,5481,2024-02-28 15:05:00,Electrónica,Auriculares,228.42,2,456.84,Criptomoneda,"Ciudad 45, País 8",Móvil,Orgánico,5,Sí,5
322,3703,2024-02-29 04:14:00,Electrónica,Smartphone,244.81,5,1224.05,Tarjeta de crédito,"Ciudad 20, País 10",Móvil,Referido,24,No,2
323,7569,2024-01-13 05:43:00,Juguetes,Peluche,442.62,5,2213.1,Transferencia bancaria,"Ciudad 49, País 8",Móvil,Pago,22,Sí,5
324,1872,2024-01-27 08:45:00,Juguetes,Muñeca,311.1,1,311.1,PayPal,"Ciudad 34, País 7",Móvil,Orgánico,30,No,2
325,1487,2024-02-17 09:38:00,Belleza,Maquillaje,467.18,4,1868.72,Transferencia bancaria,"Ciudad 8, País 10",PC,Orgánico,27,Sí,4
326,1792,2024-02-14 16:24:00,Ropa,Pantalón,177.28,5,886.4,Tarjeta de crédito,"Ciudad 28, País 10",PC,Redes Sociales,9,No,5
327,2582,2024-01-11 16:45:00,Electrónica,Teclado,457.53,3,1372.59,PayPal,"Ciudad 50, País 3",PC,Pago,6,No,4
328,8223,2024-02-05 16:01:00,Ropa,Gorra,316.44,4,1265.76,Transferencia bancaria,"Ciudad 39, País 4",PC,Orgánico,13,Sí,5
329,7035,2024-02-03 03:16:00,Electrónica,Laptop,176.26,2,352.52,Transferencia bancaria,"Ciudad 10, País 9",PC,Referido,18,No,3
330,9183,2024-02-22 19:34:00,Electrónica,Smartphone,256.03,2,512.06,Tarjeta de crédito,"Ciudad 32, País 6",Tablet,Orgánico,24,No,3
331,5704,2024-01-21 05:44:00,Juguetes,Peluche,353.52,2,707.04,PayPal,"Ciudad 5, País 5",Móvil,Redes Sociales,13,No,3
332,3671,2024-02-17 15:04:00,Ropa,Pantalón,128.12,1,128.12,Tarjeta de crédito,"Ciudad 1, País 2",PC,Pago,15,Sí,4
333,7821,2024-01-18 10:01:00,Electrónica,Laptop,439.07,1,439.07,Criptomoneda,"Ciudad 31, País 10",Tablet,Pago,30,Sí,5
334,6129,2024-01-09 11:44:00,Hogar,Silla,417.07,2,834.14,PayPal,"Ciudad 28, País 8",Tablet,Pago,18,Sí,3
335,3444,2024-01-24 03:26:00,Hogar,Mesa,171.08,1,171.08,PayPal,"Ciudad 47, País 4",Móvil,Referido,18,Sí,1
336,8417,2024-01-26 08:43:00,Deportes,Pesas,164.27,2,328.54,Transferencia bancaria,"Ciudad 42, País 1",PC,Redes Sociales,6,Sí,1
337,1075,2024-02-07 14:01:00,Deportes,Pesas,162.2,2,324.4,PayPal,"Ciudad 36, País 6",Móvil,Pago,29,No,1
338,6993,2024-01-12 16:50:00,Ropa,Chaqueta,496.06,1,496.06,Transferencia bancaria,"Ciudad 27, País 10",Móvil,Pago,8,Sí,2
339,5725,2024-02-05 20:32:00,Electrónica,Smartphone,346.03,5,1730.15,Tarjeta de crédito,"Ciudad 23, País 7",PC,Redes Sociales,5,No,2
340,8588,2024-01-13 19:32:00,Ropa,Zapatos,377.44,1,377.44,Criptomoneda,"Ciudad 23, País 5",Tablet,Referido,2,No,3
341,7004,2024-02-02 06:10:00,Electrónica,Teclado,25.67,5,128.35,Tarjeta de crédito,"Ciudad 12, País 6",PC,Orgánico,9,Sí,4
342,8614,2024-01-26 22:40:00,Hogar,Lámpara,99.96,4,399.84,Transferencia bancaria,"Ciudad 21, País 10",PC,Pago,3,No,2
343,2892,2024-01-13 17:09:00,Belleza,Afeitadora,125.09,3,375.27,PayPal,"Ciudad 33, País 8",Tablet,Referido,1,No,1
344,7237,2024-02-04 20:25:00,Ropa,Camisa,162.76,4,651.04,Transferencia bancaria,"Ciudad 42, País 2",Tablet,Redes Sociales,9,Sí,1
345,9905,2024-01-31 07:06:00,Juguetes,Peluche,283.81,1,283.81,Tarjeta de crédito,"Ciudad 1, País 4",PC,Referido,8,No,2
346,9200,2024-01-08 06:18:00,Ropa,Gorra,162.48,5,812.4,Tarjeta de crédito,"Ciudad 41, País 2",Tablet,Referido,23,Sí,4
347,8844,2024-02-18 19:08:00,Hogar,Cafetera,374.35,3,1123.05,Tarjeta de crédito,"Ciudad 45, País 1",PC,Pago,22,Sí,1
348,7079,2024-01-11 15:38:00,Hogar,Silla,78.92,5,394.6,Transferencia bancaria,"Ciudad 23, País 6",Tablet,Pago,23,No,4
349,3321,2024-02-02 20:33:00,Electrónica,Laptop,246.1,3,738.3,Criptomoneda,"Ciudad 5, País 6",Tablet,Referido,2,No,1
350,3340,2024-01-23 05:08:00,Hogar,Lámpara,266.36,2,532.72,Transferencia bancaria,"Ciudad 38, País 2",Tablet,Referido,14,Sí,3
351,6630,2024-01-22 21:02:00,Hogar,Mesa,399.71,4,1598.84,Tarjeta de crédito,"Ciudad 32, País 4",PC,Referido,2,No,5
352,8126,2024-02-10 21:11:00,Deportes,Pesas,121.72,5,608.6,Criptomoneda,"Ciudad 21, País 4",Tablet,Redes Sociales,25,No,2
353,4672,2024-02-01 14:14:00,Ropa,Gorra,305.46,2,610.92,Criptomoneda,"Ciudad 18, País 7",Móvil,Pago,27,No,3
354,9227,2024-02-09 03:06:00,Electrónica,Auriculares,101.85,4,407.4,Criptomoneda,"Ciudad 16, País 10",Tablet,Orgánico,20,No,5
355,1619,2024-02-17 09:57:00,Hogar,Sofá,73.09,3,219.27,Criptomoneda,"Ciudad 49, País 3",Tablet,Redes Sociales,9,Sí,1
356,5136,2024-02-09 10:06:00,Ropa,Zapatos,390.28,1,390.28,Transferencia bancaria,"Ciudad 42, País 8",Tablet,Orgánico,15,Sí,2
